trial_number,notes_vector,subject,target,correct,score,block,type
148,"[53, 55, 57, 59]",11,"[55, 57, 59, 60]",0,3.3000000000000003,2,4
149,"[57, 59, 55, 53]",11,"[60, 57, 55, 60]",0,2.8,2,3
150,"[57, 59, 59, 57]",11,"[60, 59, 59, 57]",0,3.7,2,3
151,"[57, 59, 55, 57, 53, 57]",11,"[57, 55, 60, 59]",0,2.9000000000000004,2,4
152,"[57, 55, 60, 55]",11,"[60, 55, 57, 55]",0,3.4,2,3
153,"[57, 59, 60, 55]",11,"[59, 57, 60, 55]",0,3.6,2,4
154,"[53, 60, 59, 57, 55]",11,"[59, 57, 55, 53]",0,2.3,2,4
155,"[60, 59, 57, 55, 53, 57]",11,"[59, 57, 53, 60]",0,2.8000000000000003,2,4
156,"[60, 60, 57, 60]",11,"[60, 60, 57, 53]",0,3.3,2,3
157,"[60, 57, 53, 59]",11,"[60, 53, 57, 60]",0,3.1,2,3
158,"[60, 57, 55, 53]",11,"[60, 59, 55, 53]",0,3.8,2,4
159,"[53, 55, 57, 59]",11,"[53, 55, 57, 60]",0,3.9,2,4
160,"[53, 57, 60, 57, 60, 53, 60]",11,"[60, 53, 60, 53]",0,2.5,2,2
161,"[53, 53, 53, 57, 53]",11,"[53, 53, 59, 60]",0,3.0999999999999996,2,3
162,"[53, 57, 55, 60]",11,"[53, 55, 57, 59]",0,3.5,2,4
163,"[55, 59, 55, 53, 57]",11,"[59, 55, 53, 57]",0,2.6,2,4
164,"[55, 59, 53, 57]",11,"[60, 59, 53, 55]",0,3.3,2,4
