trial_number,notes_vector
116,"[57, 59, 57, 55]"
117,"[57, 57, 55, 59]"
118,"[59, 57, 59, 57]"
119,"[57, 57, 55, 59]"
120,"[59, 57, 55, 57]"
121,"[57, 59, 57, 55]"
122,"[55, 55, 53, 53]"
123,"[55, 53, 55, 55]"
124,"[55, 53, 55, 55]"
125,"[55, 55, 53, 55]"
126,"[53, 53, 55, 53]"
127,"[53, 53, 55, 55]"
128,"[53, 55, 55, 53]"
129,"[53, 55, 55, 55]"
130,"[53, 53, 53, 55]"
131,"[55, 55, 55, 53]"
132,"[57, 55, 53, 53]"
133,"[59, 57, 55, 55]"
134,"[57, 55, 53, 57]"
135,"[55, 57, 57, 59]"
136,"[53, 55, 53, 57]"
137,"[53, 55, 57, 59]"
138,"[53, 53, 55, 57]"
139,"[55, 55, 53, 55]"
140,"[55, 53, 57, 55, 57]"
141,"[55, 55, 53, 57]"
142,"[60, 59, 57, 55]"
143,"[60, 57, 57, 55]"
144,"[57, 59, 57, 55]"
145,"[60, 60, 59, 57]"
146,"[59, 57, 57, 55]"
147,"[57, 57, 59, 55]"
148,"[60, 57, 59, 60]"
149,"[57, 55, 59, 60]"
150,"[55, 57, 59, 60]"
151,"[57, 55, 59, 60]"
152,"[60, 53, 55, 57]"
153,"[57, 59, 60, 53]"
154,"[57, 59, 55, 53]"
155,"[59, 57, 55, 60]"
156,"[60, 60, 57, 55]"
157,"[60, 53, 57, 60]"
158,"[60, 59, 55, 53]"
159,"[53, 55, 57, 60]"
160,"[60, 53, 60, 53]"
161,"[53, 53, 57, 60]"
162,"[53, 55, 57, 59]"
163,"[59, 57, 55, 57]"
164,"[60, 59, 55, 53]"
